[7.1.2021 | 16:56:15] [Eωil]: JEbać <@!674351923607896110> 

[27.1.2021 | 13:15:41] [Rycesz]: je jak je 

[27.1.2021 | 13:15:57] [Invejosa]: Je? 

[27.1.2021 | 13:16:2] [Rycesz]: jest 

[27.1.2021 | 13:16:13] [Invejosa]: Nie rozumiem 

[27.1.2021 | 13:16:30] [Rycesz]: je oznacza jest po śląsku 

[27.1.2021 | 13:16:36] [Invejosa]: Ahhh 

[27.1.2021 | 13:16:37] [Invejosa]: Rozumiem 

[27.1.2021 | 13:18:1][Invejosa]: undefined [Image Link:https://cdn.discordapp.com/attachments/764928408231608350/803962010294550528/Zdjecie.JPG] 

[27.1.2021 | 13:18:5] [Invejosa]: Pomocnicy mnie kochają, widzisz? 

[27.1.2021 | 13:18:37] [Rycesz]: ale pan szopek nie jest pomocnikiem....... 

[27.1.2021 | 13:18:51] [Invejosa]: Nie jest 

[27.1.2021 | 13:19:1] [Invejosa]: Ale to nie znaczy, że nie może mnie wirtualnie przytulić, prawda? 

[27.1.2021 | 13:20:15] [Rycesz]: no prŏwda 

[27.1.2021 | 13:21:43] [Chmielewski002]: A ja mogę przytulić? 

[27.1.2021 | 13:21:52] [Invejosa]: Możesz 

[27.1.2021 | 13:23:22] [Chmielewski002]: Rycerz, tez przytul Invejose 😂 

[27.1.2021 | 13:25:48] [Invejosa]: Będę dzisiaj tulona kilkakrotnie, super 

[27.1.2021 | 13:35:24] [😔 Fox 😔]: KamiŁa kazała mi was pożegnać 

[27.1.2021 | 13:41:58] [Invejosa]: Co się stało? 

[27.1.2021 | 13:42:49] [Chmielewski002]: Szkoda... Fajnie mi się z nią rozmawiało. Miła, sympatyczna dziewczyna 

[27.1.2021 | 13:49:55] [😔 Fox 😔]: nom :/ 

[27.1.2021 | 13:51:39] [Chmielewski002]: <:PepeYes:795980439558029334> 

[27.1.2021 | 13:53:38] [Chmielewski002]: ☕ 

[27.1.2021 | 13:56:24] [Rycesz]: a na co to komu potrzebne 

[27.1.2021 | 13:57:10] [Chmielewski002]: Nie wiem 

[27.1.2021 | 13:57:17] [Chmielewski002]: Ale możesz przytulić 😂 

[27.1.2021 | 13:58:0] [Rycesz]: mogã ale niy muszã 

[27.1.2021 | 13:58:12] [Chmielewski002]: Racja 

[27.1.2021 | 13:58:36] [Rycesz]: no dyrekt 

[27.1.2021 | 14:45:57] [Invejosa]: Zachęcam do wybrania ról dodatkowych - <#743204206084751491> 

[27.1.2021 | 14:46:7] [Invejosa]: (Zostało zaaktualizowane) 

[27.1.2021 | 15:1:22] [😔 Fox 😔]: ale tu cisza 

[27.1.2021 | 15:1:47] [Invejosa]: Nie ma KamiŁi i się trochę uciszyło 

[27.1.2021 | 15:25:46] [😔 Fox 😔]: nom 

[27.1.2021 | 15:47:16] [🐬 Bluenade_]: czemu chat nie żyje? 

[27.1.2021 | 15:47:53] [NoOne]: Tak bywa 

[27.1.2021 | 15:47:59] [NoOne]: Ludzie zajęci 

[27.1.2021 | 15:59:30] [..nath]: ;-; 

[27.1.2021 | 16:11:18] [🐬 Bluenade_]: jej! 

[27.1.2021 | 16:12:32] [Pikczel]: a jednak 

[27.1.2021 | 16:12:52] [..nath]: Bruh 

[27.1.2021 | 16:12:56] [..nath]: Mogę znowu wyjść 

[27.1.2021 | 16:13:9] [Pikczel]: twój wybór 

[27.1.2021 | 16:13:14] [🐬 Bluenade_]: twoja decyzja 

[27.1.2021 | 16:13:28] [🐬 Bluenade_]: nie czytaj mi w myślach >:c 

[27.1.2021 | 16:13:48] [..nath]: Bruh 

[27.1.2021 | 16:13:56] [..nath]: Ale was nie lubię <33 

[27.1.2021 | 16:14:6] [Pikczel]: aww dziękuje 

[27.1.2021 | 16:14:7] [🐬 Bluenade_]: okej 

[27.1.2021 | 16:14:16] [🐬 Bluenade_]: ale mam pytanie 

[27.1.2021 | 16:14:18] [🐬 Bluenade_]: Natalciu 

[27.1.2021 | 16:14:25] [..nath]: Słucham Oliwio 

[27.1.2021 | 16:14:26] [NoOne]: :( 

[27.1.2021 | 16:14:26] [🐬 Bluenade_]: https://tenor.com/view/kto-pyta%C5%82-minecraft-boniarz-gif-18577040 

[27.1.2021 | 16:14:44] [..nath]: 👁👄👁🖕 

[27.1.2021 | 16:14:50] [🐬 Bluenade_]: <3 

[27.1.2021 | 16:14:59] [..nath]: <333 

[27.1.2021 | 16:15:10] [..nath]: Ciebie Lubie <333 

[27.1.2021 | 16:15:17] [NoOne]: <:AK_pandaLove:760428082388926474> 

[27.1.2021 | 16:15:24] [..nath]: ❤️ 

[27.1.2021 | 16:15:32] [Pikczel]: straciłem wiarę w ludzkość 

[27.1.2021 | 16:15:53] [NoOne]: Ja już dawno 

[27.1.2021 | 16:16:8] [NoOne]: Ale przez niektórych idzie uwierzyć na nowo 

[27.1.2021 | 16:16:14] [..nath]: Nie no żartuje kc was wszystkich ❤️ 

[27.1.2021 | 16:16:31] [Pikczel]: ah te żarty 

[27.1.2021 | 16:16:36][🐬 Bluenade_]: undefined [Image Link:https://cdn.discordapp.com/attachments/764928408231608350/804006954657775646/090b3fe53a2c90733a2d9b4805fd9e61.jpg] 

[27.1.2021 | 16:16:54] [..nath]: 👁👄👁💍 

[27.1.2021 | 16:17:4] [NoOne]: +1 

[27.1.2021 | 16:17:22] [..nath]: Pięknie wyszłas Oliwio na tym zdjęciu <333 

[27.1.2021 | 16:17:36] [🐬 Bluenade_]: ciesze sie 

[27.1.2021 | 16:17:45] [..nath]: 💍🙏 

[27.1.2021 | 16:17:57][NoOne]: undefined [Image Link:https://cdn.discordapp.com/attachments/764928408231608350/804007295372886026/received_1514020245455222.jpeg] 

[27.1.2021 | 16:18:7] [..nath]: Pls 

[27.1.2021 | 16:18:38] [🐬 Bluenade_]: -.- 

[27.1.2021 | 16:18:47] [..nath]: <3333 

[27.1.2021 | 16:19:16] [..nath]: Wybacz Oliwio za moje zachowanie 

[27.1.2021 | 16:19:22] [..nath]: Tak już mam 

[27.1.2021 | 16:19:38] [🐬 Bluenade_]: mhm 

[27.1.2021 | 16:20:1] [..nath]: <333 

[27.1.2021 | 16:20:12] [..nath]: Wiesz, że Cię Lubie 🥺 

[27.1.2021 | 16:20:34] [..nath]: https://tenor.com/view/lesbian-lesbian-lesbian-liplock-lesbian-liplock-lesbian-kiss-lesbian-kiss-gif-18576227 

[27.1.2021 | 16:20:47] [🐬 Bluenade_]: wiesz, że ja Cię nienawidze <3 

[27.1.2021 | 16:20:54] [..nath]: Aha?? 

[27.1.2021 | 16:20:55] [NoOne]: Szczerość 

[27.1.2021 | 16:20:59] [NoOne]: Boli 

[27.1.2021 | 16:21:4] [🐬 Bluenade_]: nie no kc <e 

[27.1.2021 | 16:21:5] [..nath]: Czasem 

[27.1.2021 | 16:21:5] [NoOne]: <a:PU_pepeKMS:763178922690871306> 

[27.1.2021 | 16:21:19] [NoOne]: No czasem 

[27.1.2021 | 16:21:31][Pikczel]: die [Image Link:https://cdn.discordapp.com/attachments/764928408231608350/804008194895904778/761609260358041601.png] 

[27.1.2021 | 16:21:42] [..nath]: -_- 

[27.1.2021 | 16:21:42] [🐬 Bluenade_]: homofob 

[27.1.2021 | 16:21:45] [Pikczel]: bruh 

[27.1.2021 | 16:21:52] [Pikczel]: actually nevermind 

[27.1.2021 | 16:22:28] [NoOne]: Spokojniej 

[27.1.2021 | 16:22:34] [..nath]: <@751411028041924631>  <@641298562910519348>  bruh 

[27.1.2021 | 16:23:9] [..nath]: Omg Hayloft 

[27.1.2021 | 16:23:18] [Szop Pracz]: sie wie :) 

[27.1.2021 | 16:23:22] [Szop Pracz]: heeej 

[27.1.2021 | 16:23:25] [Szop Pracz]: :) 

[27.1.2021 | 16:23:26] [..nath]: Hejka 

[27.1.2021 | 16:23:28] [🐬 Bluenade_]: żeby nie było Natalciu :p 

[27.1.2021 | 16:23:28] [..nath]: :)) 

[27.1.2021 | 16:23:30] [😔 Fox 😔]: HEJKA 

[27.1.2021 | 16:23:32] [Szop Pracz]: :)) 

[27.1.2021 | 16:23:37] [..nath]: Tez kc <3 

[27.1.2021 | 16:23:43] [..nath]: Hejka 

[27.1.2021 | 16:24:4] [Szop Pracz]: https://tenor.com/view/%e0%b9%81%e0%b8%a1%e0%b8%a7-%e0%b8%8b%e0%b9%88%e0%b8%ad%e0%b8%99-%e0%b9%81%e0%b8%ad%e0%b8%9a-%e0%b8%ab%e0%b8%99%e0%b8%b5-%e0%b8%ab%e0%b8%a5%e0%b8%9a-gif-20087543 

[27.1.2021 | 16:24:6] [..nath]: <@751411028041924631>  <#799032248069914624> 

[27.1.2021 | 16:24:11] [Szop Pracz]: łokej 

[27.1.2021 | 16:24:27] [..nath]: To rozpocznij 

[27.1.2021 | 16:32:18][🐬 Bluenade_]: ja ją chce [Image Link:https://cdn.discordapp.com/attachments/764928408231608350/804010907503558706/ezgif-3-24d8127be37d.gif] 

[27.1.2021 | 16:32:19] [🐬 Bluenade_]: kup mi ktoś 

[27.1.2021 | 16:32:40] [NoOne]: Postać czy outfit 

[27.1.2021 | 16:33:7] [🐬 Bluenade_]: Towe 

[27.1.2021 | 16:33:32] [NoOne]: Jestem pepegą 

[27.1.2021 | 16:33:34] [NoOne]: Nie wiem 

[27.1.2021 | 16:33:37] [NoOne]: O czym mówisz 

[27.1.2021 | 16:33:46] [🐬 Bluenade_]: Towa to ta postać 

[27.1.2021 | 16:33:54] [🐬 Bluenade_]: jak możesz vtuberek nie oglądać 

[27.1.2021 | 16:34:11] [NoOne]: Zajęty człowiek 

[27.1.2021 | 16:34:14] [NoOne]: Nie mam czasu 

[27.1.2021 | 16:36:4] [🐬 Bluenade_]: >:c 

[27.1.2021 | 16:36:25] [NoOne]: W wolnym czasie myślę o innych 

[27.1.2021 | 16:39:21] [..nath]: Polecacie jakieś playlisty na spotify? 

[27.1.2021 | 16:39:42] [NoOne]: Mam jedną 

[27.1.2021 | 16:39:52] [NoOne]: 300 albo 600 depresyjnych piosenkę 

[27.1.2021 | 16:40:13] [..nath]: Omg można dać mi linka na pv 

[27.1.2021 | 16:40:23] [🐬 Bluenade_]: ja słucham witchblades od lil peepa, anime thighs i 3 od heiakim'a 

[27.1.2021 | 16:40:31] [🐬 Bluenade_]: albo loli od heiakim'a 

[27.1.2021 | 16:40:32] [..nath]: Oki 

[27.1.2021 | 16:40:35] [NoOne]: Można :) 

[27.1.2021 | 16:40:38] [..nath]: Obaczaje 

[27.1.2021 | 16:41:30] [🐬 Bluenade_]: https://tenor.com/view/two-girls-kisses-lesbian-couple-love-make-out-gif-17050387 

[27.1.2021 | 16:41:35] [🐬 Bluenade_]: c: 

[27.1.2021 | 16:41:57] [..nath]: https://tenor.com/view/hot-kiss-couple-make-out-passionate-gif-16362269 

[27.1.2021 | 16:42:7] [..nath]: :) 

[27.1.2021 | 16:44:1] [🐬 Bluenade_]: <3 

[27.1.2021 | 16:46:53] [..nath]: <33 

[27.1.2021 | 17:3:27] [..nath]: <@802644548999708683> 

[27.1.2021 | 17:11:38] [Chmielewski002]: Tak? 

[27.1.2021 | 17:11:41] [Chmielewski002]: ? 

[27.1.2021 | 17:23:35] [Chmielewski002]: KamiŁo? 

[27.1.2021 | 17:24:0] [..nath]: Chcesz popisać? 👉👈 

[27.1.2021 | 17:24:7] [Chmielewski002]: Tak 

[27.1.2021 | 17:24:16] [..nath]: Tu czy pv? 

[27.1.2021 | 17:24:24] [Chmielewski002]: Jak wolisz? 

[27.1.2021 | 17:24:31] [..nath]: Mo to obojętnie 

[27.1.2021 | 17:24:44] [Chmielewski002]: Ale to dziewczyny mają pierwszeństwo wyboru 

[27.1.2021 | 17:24:55] [..nath]: Nie lubię wybrać 

[27.1.2021 | 17:25:35] [Chmielewski002]: Okej 

[27.1.2021 | 17:25:47] [Chmielewski002]: To może prywatnie? 

[27.1.2021 | 17:26:14] [..nath]: No dobrze 

[27.1.2021 | 17:26:20] [Chmielewski002]: Okej 

[27.1.2021 | 17:33:34] [🐬 Bluenade_]: miłoźdź prosze państwa 

[27.1.2021 | 17:43:2] [Invejosa]: Miłoźdź, prawda 

[27.1.2021 | 17:43:29] [NoOne]: Nie inaczej 

[27.1.2021 | 17:43:38] [Rycesz]: Matko bosko co tu sie wyprawia 

[27.1.2021 | 17:44:47] [🐬 Bluenade_]: miłoźdź 

[27.1.2021 | 17:45:26] [Rycesz]: Yhm 

[27.1.2021 | 17:46:21] [Rycesz]: Miyłowanie 

[27.1.2021 | 17:53:34] [Rycesz]: Robić auftrag dōmowe eli niy robić ôto je pytanie 

[27.1.2021 | 17:53:52] [St3fan_K]: ? 

[27.1.2021 | 17:54:17] [Rycesz]: Robić zadanie domowe czy nie robić oto jest pytanie 

[27.1.2021 | 17:55:9] [🐬 Bluenade_]: jak nie chcesz jedynki dostać 

[27.1.2021 | 17:55:13] [🐬 Bluenade_]: to zrób 

[27.1.2021 | 17:55:26] [Rycesz]: Tylko że to jest matma 

[27.1.2021 | 17:55:32] [St3fan_K]: no i? 

[27.1.2021 | 17:55:40] [Pikczel]: Jaki temet 

[27.1.2021 | 17:55:46] [Pikczel]: Temat 

[27.1.2021 | 17:55:49] [Rycesz]: A ja tak nie znoszę matmy i nie umiem ale to co innego 

[27.1.2021 | 17:55:59] [🐬 Bluenade_]: masz internet 

[27.1.2021 | 17:56:0] [🐬 Bluenade_]: bruh 

[27.1.2021 | 17:56:2] [Rycesz]: Powtórzenie mam 

[27.1.2021 | 17:56:17] [St3fan_K]: jaki dział? 

[27.1.2021 | 17:57:24] [Rycesz]: Wielokąty 

[27.1.2021 | 17:57:45] [St3fan_K]: to łatwe(chyba) 

[27.1.2021 | 17:58:30] [Rycesz]: Ym trochę tylko tak a z resztą to ja totalnym debilem z matmy jestem 

[27.1.2021 | 17:59:8] [Rycesz]: No tak średnio bym powiedział tak średnio 

[27.1.2021 | 18:0:13] [Rycesz]: Dobra idę to robić 

[27.1.2021 | 18:0:18] [Rycesz]: ZW 

[27.1.2021 | 18:4:22] [..nath]: Jaka miłość? 

[27.1.2021 | 18:7:16] [Invejosa]: Umm... Nie wiem 

[27.1.2021 | 18:7:23] [..nath]: Ja tez nie wiem 

[27.1.2021 | 18:7:30] [..nath]: I hejka 

[27.1.2021 | 18:7:35] [Invejosa]: Hej 

[27.1.2021 | 18:7:53] [..nath]: Wybacz, że Cię tak potraktowałam 

[27.1.2021 | 18:8:34] [Invejosa]: Nic się nie stało, wybaczę 

[27.1.2021 | 18:8:42] [..nath]: Dziękuję 

[27.1.2021 | 18:8:45] [..nath]: Jesteś wielka 

[27.1.2021 | 18:9:20] [Invejosa]: Sverige to płakał, kiedy mnie nie było 

[27.1.2021 | 18:13:20] [NoOne]: Nie tylko on 

[27.1.2021 | 18:13:42] [Invejosa]: Ty też 🐼 

[27.1.2021 | 18:13:46] [Invejosa]: (: 

[27.1.2021 | 18:13:51] [NoOne]: Nom 

[27.1.2021 | 18:14:30] [Invejosa]: https://tenor.com/view/cats-kiss-cuddle-cute-gif-10385036 

[27.1.2021 | 18:15:22] [NoOne]: <:AK_pandaLove:760428082388926474> 

[27.1.2021 | 18:15:55] [..nath]: :(( 

[27.1.2021 | 18:15:59] [..nath]: Wszyscy 

[27.1.2021 | 18:16:8] [Chmielewski002]: Wszyscy 

[27.1.2021 | 18:18:2] [Rycesz]: Dobra im back i żyje 

[27.1.2021 | 18:18:16] [..nath]: Będziecie chcieli zobaczyć moje wszystkie prace czy może nie? 

[27.1.2021 | 18:18:31] [Invejosa]: Z chęcią 

[27.1.2021 | 18:18:44] [Chmielewski002]: Twoje zawsze 

[27.1.2021 | 18:19:20] [NoOne]: Sądziłem że i tak wyślesz, pisałaś że rysujesz 

[27.1.2021 | 18:20:5] [Invejosa]: El-Samu, ulepszyłeś serwer? 😍 

[27.1.2021 | 18:20:22] [NoOne]: <:PandaZez:784400603585183764> 

[27.1.2021 | 18:20:41] [Invejosa]: 👁️ 🐼 👁️ 

[27.1.2021 | 18:20:43] [Invejosa]: Takie same 

[27.1.2021 | 18:20:53] [Invejosa]: 🐼 

[27.1.2021 | 18:21:9] [NoOne]: 😁 

[27.1.2021 | 18:21:9] [Invejosa]: Takie same 

[27.1.2021 | 18:21:15] [NoOne]: No tak 

[27.1.2021 | 18:21:17] [🐬 Bluenade_]: miłoźdź 

[27.1.2021 | 18:21:31] [Invejosa]: Miłoźdź 

[27.1.2021 | 18:21:37] [🐬 Bluenade_]: taq 

[27.1.2021 | 18:21:40] [..nath]: Jaka? 

[27.1.2021 | 18:21:51] [NoOne]: Wszechobecna 

[27.1.2021 | 18:21:54] [🐬 Bluenade_]: no taka pełna miłoźdźi 

[27.1.2021 | 18:22:7] [..nath]: Chyba jestem zbyt głupia by to zrozumieć 

[27.1.2021 | 18:22:15] [Invejosa]: Miłoźdź jest wielka 

[27.1.2021 | 18:22:24] [🐬 Bluenade_]: no zaczęłam cie shipować z chmielewskim 

[27.1.2021 | 18:22:27] [🐬 Bluenade_]: :* 

[27.1.2021 | 18:22:37] [..nath]: Um 

[27.1.2021 | 18:22:38] [Chmielewski002]: A to o mnie się rozchodzi? 

[27.1.2021 | 18:22:42] [Chmielewski002]: Ahh 

[27.1.2021 | 18:22:44] [🐬 Bluenade_]: tak 

[27.1.2021 | 18:22:54] [Chmielewski002]: Myślałem, że o <@519532239995011073> 

[27.1.2021 | 18:23:10] [..nath]: Czyli już mnie nie kochasz? 

[27.1.2021 | 18:23:18] [Chmielewski002]: Ja? 

[27.1.2021 | 18:23:21] [🐬 Bluenade_]: b.r.u.h 

[27.1.2021 | 18:23:21] [..nath]: Niee 

[27.1.2021 | 18:23:34] [🐬 Bluenade_]: ja sie już lepiej nie będe odzywała ;-; 

[27.1.2021 | 18:23:42] [..nath]: No ale ;-; 

[27.1.2021 | 18:23:47] [..nath]: Pytam się tylko 

[27.1.2021 | 18:23:53] [NoOne]: 💔 

[27.1.2021 | 18:24:6] [..nath]: ;-; 

[27.1.2021 | 18:24:10] [Invejosa]: 💔 + 💔 = ❤️ 

[27.1.2021 | 18:24:24] [🐬 Bluenade_]: oczywiście że kocham ._. 

[27.1.2021 | 18:24:36] [Sverige AKA Damian.]: oooo <@!598536600493752320>  wróciłaś 

[27.1.2021 | 18:24:40] [..nath]: Oooo 

[27.1.2021 | 18:24:44] [..nath]: Hejka 

[27.1.2021 | 18:24:53] [Sverige AKA Damian.]: jej:} 

[27.1.2021 | 18:24:56] [🐬 Bluenade_]: ale zostałam opluta xD 

[27.1.2021 | 18:25:3] [Sverige AKA Damian.]: pa pa 

[27.1.2021 | 18:25:8] [..nath]: No to czeka nas poważna noc ;-; 

[27.1.2021 | 18:25:9] [Invejosa]: Hej Sverige 

[27.1.2021 | 18:25:11] [Sverige AKA Damian.]: ja spadam ciau 

[27.1.2021 | 18:25:14] [Sverige AKA Damian.]: hej 

[27.1.2021 | 18:25:18] [Sverige AKA Damian.]: i  ciau 

[27.1.2021 | 18:25:18] [..nath]: Bayo :(( 

[27.1.2021 | 18:25:22] [Invejosa]: Nie ładnie tak Sverige 

[27.1.2021 | 18:25:28] [Sverige AKA Damian.]: moze potem wroce 

[27.1.2021 | 18:25:33] [Sverige AKA Damian.]: przepraszam nie moge 

[27.1.2021 | 18:26:2] [..nath]: <@559073575340998668>  no nie obrażaj się 

[27.1.2021 | 18:26:4] [..nath]: No 

[27.1.2021 | 18:26:5] [..nath]: Kc 

[27.1.2021 | 18:26:9] [Invejosa]: Dobrze 

[27.1.2021 | 18:26:22] [🐬 Bluenade_]: za co miałabym? 

[27.1.2021 | 18:26:38] [NoOne]: <:pikaloveleft:745597835441078292> + <:pikaloveright:745597835583553586> = <:pikaloveleft:745597835441078292> <:pikaloveright:745597835583553586> 

[27.1.2021 | 18:26:44] [..nath]: Bo cię opłukać na parę minut 

[27.1.2021 | 18:26:50] [Invejosa]: 😍 

[27.1.2021 | 18:27:6] [🐬 Bluenade_]: spoczko <3 

[27.1.2021 | 18:27:11] [🐬 Bluenade_]: nic sie nie stało 

[27.1.2021 | 18:27:13] [..nath]: Wiesz, że potrzebuje trochę czasu by się w kimś zakochać 

[27.1.2021 | 18:27:15] [..nath]: <333 

[27.1.2021 | 18:29:53] [🐬 Bluenade_]: <3 

[27.1.2021 | 18:29:55] [Shibe]: Hej 

[27.1.2021 | 18:30:2] [Invejosa]: Hej Shibe 

[27.1.2021 | 18:30:12] [Shibe]: Jak tam 

[27.1.2021 | 18:30:21] [Invejosa]: Wolę zachować dla siebie 

[27.1.2021 | 18:30:24] [Shibe]: Ok 

[27.1.2021 | 18:30:38] [Shibe]: Milo ze wróciłaś 

[27.1.2021 | 18:30:56] [Invejosa]: El-Samu by płakał, nie pozwoliłabym na to 

[27.1.2021 | 18:31:13] [Invejosa]: By płakał jeszcze bardziej 

[27.1.2021 | 18:31:14] [Shibe]: Nie wiem mam teraz mało czasu 

[27.1.2021 | 18:31:25] [Shibe]: Niby 6 klasa a mam za duzo nauki 

[27.1.2021 | 18:31:38] [Shibe]: I codziennie kartkówka/sprawdzian 

[27.1.2021 | 18:31:41] [Invejosa]: 6 klasa to sporo nauki 

[27.1.2021 | 18:31:47] [Shibe]: I od 15-18 

[27.1.2021 | 18:31:49] [Shibe]: Nauka 

[27.1.2021 | 18:32:6] [Shibe]: No i nie mam czasu byc na discord 

[27.1.2021 | 18:32:10] [🐬 Bluenade_]: Hejo 

[27.1.2021 | 18:32:17] [Shibe]: Co tam 

[27.1.2021 | 18:32:25] [🐬 Bluenade_]: nic ciekawego 

[27.1.2021 | 18:32:26] [🐬 Bluenade_]: a tam? 

[27.1.2021 | 18:32:31] [Shibe]: Zle 

[27.1.2021 | 18:32:35] [Invejosa]: Źle? 

[27.1.2021 | 18:32:40] [Shibe]: Tak 

[27.1.2021 | 18:32:53] [Shibe]: 23 lvl!!! 

[27.1.2021 | 18:33:15][Invejosa]: undefined [Image Link:https://cdn.discordapp.com/attachments/764928408231608350/804041344057999420/obraz_2021-01-27_183312.png] 

[27.1.2021 | 18:33:21] [Invejosa]: Smutny El-Samu? 

[27.1.2021 | 18:33:40] [🐬 Bluenade_]: on od paru dni smuta 

[27.1.2021 | 18:33:50] [Invejosa]: Ja go pocieszę 

[27.1.2021 | 18:33:56] [Invejosa]: Smutaska 

[27.1.2021 | 18:34:2] [NoOne]: Tak :( 

[27.1.2021 | 18:34:25] [Invejosa]: Biedny 

[27.1.2021 | 18:34:35] [Invejosa]: Samuś 

[27.1.2021 | 18:35:19] [NoOne]: Proszę nie nazywaj mnie tak 

[27.1.2021 | 18:35:21] [NoOne]: ;-; 

[27.1.2021 | 18:35:50] [Invejosa]: Przepraszam 

[27.1.2021 | 18:36:0] [Invejosa]: Wybaczysz mi? 

[27.1.2021 | 18:36:5] [NoOne]: Wybaczam 

[27.1.2021 | 18:36:11] [🐬 Bluenade_]: czemu ten server 

[27.1.2021 | 18:36:15] [🐬 Bluenade_]: jest tak duży 

[27.1.2021 | 18:36:16] [Shibe]: ? 

[27.1.2021 | 18:36:19] [Shibe]: Nie wiem 

[27.1.2021 | 18:36:24] [🐬 Bluenade_]: ale pisze tu 6 osób 

[27.1.2021 | 18:36:32] [NoOne]: Tak bywa 

[27.1.2021 | 18:36:33] [Shibe]: 4* 

[27.1.2021 | 18:36:39] [Chmielewski002]: Lepiej 6 niż 1 

[27.1.2021 | 18:36:42] [🐬 Bluenade_]: łącznie 6 

[27.1.2021 | 18:36:43] [Chmielewski002]: 😂 

[27.1.2021 | 18:37:20] [Chmielewski002]: Jak znikła KamiŁa, to tak było tutaj cichutko... 

[27.1.2021 | 18:37:20] [🐬 Bluenade_]: ja, nath, chmielewski, el-samu, invejosa i ty shibe 

[27.1.2021 | 18:37:30] [Shibe]: Fakt 

[27.1.2021 | 18:37:39] [Invejosa]: Cichy czyta, liczy się za 700 osób 

[27.1.2021 | 18:37:49] [Shibe]: +1 

[27.1.2021 | 18:38:13] [🐬 Bluenade_]: cichy podgląda i sie spina jak przeklne raz na jakiś czas 

[27.1.2021 | 18:38:23] [Invejosa]: Haha, pilny Admin 

[27.1.2021 | 18:38:29] [Shibe]: <@802644548999708683>  jestes z łódzkiego? 

[27.1.2021 | 18:38:36] [Chmielewski002]: Tak 

[27.1.2021 | 18:38:57] [Shibe]: Bo szukam znajomych 

[27.1.2021 | 18:39:17] [🐬 Bluenade_]: no jak dla mnie to życia nie ma xD 

[27.1.2021 | 18:39:38] [Invejosa]: Cichy nie ma życia? 

[27.1.2021 | 18:39:54] [🐬 Bluenade_]: taq 

[27.1.2021 | 18:40:5] [Pikczel]: Kto tak powiedział 

[27.1.2021 | 18:40:11] [Invejosa]: Ojj ma, uwierz... 

[27.1.2021 | 18:40:25] [Pikczel]: Zgadzam się 

[27.1.2021 | 18:40:55] [🐬 Bluenade_]: oq 

[27.1.2021 | 19:12:5] [Invejosa]: Hey, jesteście? 

[27.1.2021 | 19:14:17] [🐬 Bluenade_]: taq 

[27.1.2021 | 19:15:0] [NoOne]: Jestem 

[27.1.2021 | 19:18:45][🐬 Bluenade_]: undefined [Image Link:https://cdn.discordapp.com/attachments/764928408231608350/804052795514159114/ezgif-3-24d8127be37d.gif] 

[27.1.2021 | 19:18:53] [🐬 Bluenade_]: towa dance 

[27.1.2021 | 19:19:9] [Invejosa]: <:PepeYes:795980439558029334> 

[27.1.2021 | 19:20:6] [Pikczel]: <:PepeNo:795980460671893545> 

[27.1.2021 | 19:20:17] [🐬 Bluenade_]: <:PepeYes:795980439558029334> 

[27.1.2021 | 19:20:22] [Pikczel]: <:PepeNo:795980460671893545> 

[27.1.2021 | 19:20:26] [🐬 Bluenade_]: <:PepeYes:795980439558029334> 

[27.1.2021 | 19:20:40] [Pikczel]: <:PepeNo:795980460671893545> 

[27.1.2021 | 19:20:43] [🐬 Bluenade_]: <:PepeYes:795980439558029334> 

[27.1.2021 | 19:20:46] [Pikczel]: <:PepeNo:795980460671893545> 

[27.1.2021 | 19:20:47] [Invejosa]: Nie spamcie 

[27.1.2021 | 19:20:54] [🐬 Bluenade_]: dobsz... 

[27.1.2021 | 19:20:59] [Pikczel]: to jest normalna konwersacja 

[27.1.2021 | 19:21:10] [Invejosa]: Pikczelku, nie spamimy 

[27.1.2021 | 19:21:16] [Pikczel]: dobra 

[27.1.2021 | 19:21:27] [Pikczel]: btw nie nazywaj mnie tak 

[27.1.2021 | 19:21:37] [Pikczel]: nie lubię zdrobnień mojego nicku 

[27.1.2021 | 19:21:42] [NoOne]: <:AK_Triggered_Nani:752082354868060231> 

[27.1.2021 | 19:21:46] [NoOne]: Pikczelek 

[27.1.2021 | 19:21:54] [Invejosa]: Pikczuś (: 

[27.1.2021 | 19:22:0] [..nath]: Jsbshsbds 

[27.1.2021 | 19:22:8] [..nath]: Chce sobie zrobić 3 tatuaż ;-; 

[27.1.2021 | 19:22:14] [NoOne]: Lepsze wsm 

[27.1.2021 | 19:22:33] [Pikczel]: cóż za ironia 

[27.1.2021 | 19:22:41] [Pikczel]: ale przestańcie 

[27.1.2021 | 19:22:50] [NoOne]: Niech będzie 

