[9.1.2021 | 20:2:19] [Kishunia]: Pora na tabletki. 
Njeneje ja 

[18.1.2021 | 22:51:24] [_Zack_]: Jak ja ziomeczkom stawiam to czasem odmawiają 

[18.1.2021 | 22:51:36] [_Zack_]: Wystarczy mieć prawilnych ziomeczków 

[18.1.2021 | 22:52:17] [_Zack_]: Moja ciotka i matka be like 

[18.1.2021 | 22:52:37] [_Zack_]: A Japonia to kurwidołek 

[18.1.2021 | 22:52:45] [18seba03]: Ja po prostu sobie żartuje xd 

[18.1.2021 | 22:52:46] [_Zack_]: Tam są pojebani ludzie 

[18.1.2021 | 22:52:56] [po prostu kaczka]: Nie oznaczaj broo 

[18.1.2021 | 22:53:5] [_Zack_]: Mają jakieś chore ambicje zawodowe 

[18.1.2021 | 22:53:11] [_Zack_]: I ten szacunek nad wszysyko 

[18.1.2021 | 22:53:17] [po prostu kaczka]: Konfucjonizm 

[18.1.2021 | 22:53:20] [_Zack_]: Kłebienie emocji w sobie 

[18.1.2021 | 22:53:26] [po prostu kaczka]: Kwestia wychowania i dyscypliny 

[18.1.2021 | 22:53:31] [_Zack_]: A potem się dziwią że się wieszają 

[18.1.2021 | 22:53:37] [po prostu kaczka]: Ogólnie azjaci tacy są 

[18.1.2021 | 22:53:45] [_Zack_]: No nie 

[18.1.2021 | 22:53:47] [po prostu kaczka]: Ale Japończycy już szczególnie 

[18.1.2021 | 22:53:50] [_Zack_]: Hindusi nie xd 

[18.1.2021 | 22:54:2] [po prostu kaczka]: Mówię o Azjtach-azjatach 

[18.1.2021 | 22:54:8] [_Zack_]: A że żółtych 

[18.1.2021 | 22:54:15] [18seba03]: Śmiesznie to u nich jest z napojem, napijesz się to już ktoś inny się nie napiję bo wstyd xD 

[18.1.2021 | 22:54:15] [krasnal ogrodowy niko]: Chciałbym mieć takiego terapeutę jak willy wonka 

[18.1.2021 | 22:54:26] [po prostu kaczka]: Choć hindusi i afganistańczycy też wchodzą w skład azji mówię o azji wschodniej 

[18.1.2021 | 22:54:39] [_Zack_]: No to o żółtych 

[18.1.2021 | 22:54:48] [po prostu kaczka]: Niekoniecznie 

[18.1.2021 | 22:54:48] [_Zack_]: I skośnych 

[18.1.2021 | 22:55:1] [po prostu kaczka]: To nie zależy od koloru skóry a od terytorium 

[18.1.2021 | 22:55:2] [krasnal ogrodowy niko]: Wtedy wszystkie moje problemy by zniknęły 

[18.1.2021 | 22:55:2] [_Zack_]: No żółci zyja na wschodzie azji 

[18.1.2021 | 22:55:23] [po prostu kaczka]: Tam gdzie w starożytności doszła ta szkoła filozoficzna tam taka mentalnosc sie narodziła 

[18.1.2021 | 22:55:25] [18seba03]: Żółci to chinczoki 

[18.1.2021 | 22:55:30] [po prostu kaczka]: I to różnie 

[18.1.2021 | 22:55:30] [_Zack_]: To ten kurwa hakuma matata 

[18.1.2021 | 22:55:40] [po prostu kaczka]: Jprdl mozecie przestać? 

[18.1.2021 | 22:55:52] [krasnal ogrodowy niko]: Nie 

[18.1.2021 | 22:55:55] [krasnal ogrodowy niko]: Umpalumpqs 

[18.1.2021 | 22:55:56] [po prostu kaczka]: HAZHhahaha himczyk zulty ryj haha sie wieszajom glupie chinczyki 

[18.1.2021 | 22:55:59] [po prostu kaczka]: Elo pomelo 

[18.1.2021 | 22:56:5] [18seba03]: A ja się z tego śmieje? 

[18.1.2021 | 22:56:7] [_Zack_]: No ale taka prawda 

[18.1.2021 | 22:56:21] [_Zack_]: Ta ich dyscypliną jest chora 

[18.1.2021 | 22:56:38] [18seba03]: Ja nic nie mam do tego że ktoś do mnie mówi: O Podlasianin, to jak napierdalacie tymi łukami w samoloty? 

[18.1.2021 | 22:56:50] [_Zack_]: Jak gość zdycha z przepracowania to jest odbierany za wzorcowego obywatela 

[18.1.2021 | 22:56:56] [18seba03]: Trzeba mieć coś takiego jak dystans 

[18.1.2021 | 22:56:59] [18seba03]: <:SipTea:798193947553562684> 

[18.1.2021 | 22:57:7] [_Zack_]: Ja sam o sobie mówię że jestem białas 

[18.1.2021 | 22:57:14] [_Zack_]: A do znajomego mówię arab 

[18.1.2021 | 22:57:40] [krasnal ogrodowy niko]: Takie są normy u nich 

[18.1.2021 | 22:57:52] [_Zack_]: No kurwa wiem o tym xd 

[18.1.2021 | 22:57:56] [_Zack_]: Ale jest to zjebane 

[18.1.2021 | 22:58:16] [Grylled]: Oczywiście nie inaczej 

[18.1.2021 | 22:58:16] [_Zack_]: Jakby Konfucjanizm też jest taki meh 

[18.1.2021 | 22:58:22] [_Zack_]: Buddyzm lepszy 

[18.1.2021 | 22:58:42] [krasnal ogrodowy niko]: To samo mogą powiedzieć o Polakach że są zjebani 

[18.1.2021 | 22:58:46] [krasnal ogrodowy niko]: Ja sam tak mówię 

[18.1.2021 | 22:58:51] [Grylled]: jest chujowy 

[18.1.2021 | 22:59:3] [_Zack_]: Ale w Polsce nie ma jakiegoś kultu pracy 

[18.1.2021 | 22:59:5] [Grylled]: przez to indie mają nuklearki 

[18.1.2021 | 22:59:23] [Grylled]: był w 46-49 

[18.1.2021 | 22:59:29] [_Zack_]: I tej hierarchii ponad wszystko 

[18.1.2021 | 22:59:54] [krasnal ogrodowy niko]: W Polsce jest nietolerancja, stereotypizacja, ksenofobia 

[18.1.2021 | 23:0:6] [krasnal ogrodowy niko]: Więc już lepszy kult pracy niż życie w 19 wieku 

[18.1.2021 | 23:0:26] [_Zack_]: W Polsce jest dużo akurat tolerancyjnych osób tylko lewaki ciągle mówią że ich wszyscy biją 

[18.1.2021 | 23:0:41] [_Zack_]: U mnie w klasie są dwie lesby i każdy ma na to wyjebane 

[18.1.2021 | 23:0:47] [_Zack_]: 30 luda w klasie 

[18.1.2021 | 23:0:51] [krasnal ogrodowy niko]: XDDddddDDDD 

[18.1.2021 | 23:1:6] [krasnal ogrodowy niko]: Jasne 

[18.1.2021 | 23:1:15] [_Zack_]: No taka prawda 

[18.1.2021 | 23:1:25] [_Zack_]: Za ksenofobie można iść siedzieć 

[18.1.2021 | 23:1:32] [_Zack_]: Co prawda nie mówimy o polskim rządzie 

[18.1.2021 | 23:1:39] [_Zack_]: Bo on jest ponad prawem 

[18.1.2021 | 23:1:49] [_Zack_]: Ale to już sobie sami cebule wybrały 

[18.1.2021 | 23:2:30] [krasnal ogrodowy niko]: Tych cebuli było więcej przypominam. 

[18.1.2021 | 23:2:40] [_Zack_]: Zresztą tak ciągle gadają uuuu w polszy same homofoby A w tym lewackim raju w Szwecji to co nie ma? A w Niemczech? Tam to dopiero neofaszyzm jest aktywny 

[18.1.2021 | 23:3:10] [krasnal ogrodowy niko]: Codziennie spotykam się z ludźmi którzy mieszają mnie z błotem tylko dlatego, że kocham niego mężczyznę 

[18.1.2021 | 23:3:11] [18seba03]: Jedyne za co lubię Niemców to Gothic, i na tym się to kończy 

[18.1.2021 | 23:3:29] [_Zack_]: A gdzie mieszkasz? 

[18.1.2021 | 23:3:48] [krasnal ogrodowy niko]: Nie mieszkam na zadupiu. 

[18.1.2021 | 23:4:9] [_Zack_]: No to nie wiem mzoe wschód jest jakiś do tyłu 

[18.1.2021 | 23:4:19] [_Zack_]: Ja mieszkam na zachodzie i się nie spotkałem 

[18.1.2021 | 23:4:24] [krasnal ogrodowy niko]: Mieszkam w Krakowie wyobraź sobie, więc zastanów się zanim będziesz cokolwiek mówił o tolerancji 

[18.1.2021 | 23:4:28] [_Zack_]: Nie wykluczam że nie ma tego problemu 

[18.1.2021 | 23:4:33] [krasnal ogrodowy niko]: Jaki wschód kurwa człowieku 

[18.1.2021 | 23:4:44] [cheeto pizzerini]: ja mieszkam w łodzi i jakby tu jest dramat 

[18.1.2021 | 23:4:44] [krasnal ogrodowy niko]: Kraków jest na POŁUDNIU 

[18.1.2021 | 23:4:46] [cheeto pizzerini]: so like 

[18.1.2021 | 23:4:49] [18seba03]: Co mnie moje Podlasie dyskryminujesz, łukiem chcesz? xDD 

[18.1.2021 | 23:4:53] [_Zack_]: Moja wiadomość była szybciej 

[18.1.2021 | 23:4:55] [_Zack_]: Od twojej 

[18.1.2021 | 23:5:9] [_Zack_]: Więc nie przeczytałem 

[18.1.2021 | 23:5:26] [krasnal ogrodowy niko]: Jakby twoje podejście jest idiotyczne 

[18.1.2021 | 23:5:30] [krasnal ogrodowy niko]: Nie mieszka na zadupiu 

[18.1.2021 | 23:5:47] [_Zack_]: Zresztą ja nie mówię że w Polsce nie am tego problemu ale wkurwia mnie już to gadanie że tu to same homofoby żyją i wgl to polaki takie źle 

[18.1.2021 | 23:5:49] [krasnal ogrodowy niko]: Na PeWnO mIeSzKa nA zAcHodZie 

[18.1.2021 | 23:6:6] [_Zack_]: No no zachód jest cywilizowany 

[18.1.2021 | 23:6:7] [_Zack_]: Xd 

[18.1.2021 | 23:6:19] [krasnal ogrodowy niko]: Dla mnie są i wypierdalam stąd jak najszybciej 🤷 

[18.1.2021 | 23:6:20] [cheeto pizzerini]: um no bo to prawda że jest w polsce masa homofobow 

[18.1.2021 | 23:6:29] [18seba03]: Wschód też, toż luki, katapulty, dzidy toż to nowoczesne 

[18.1.2021 | 23:7:5] [_Zack_]: Ano słyszałem że się katapult  dorobiliście 

[18.1.2021 | 23:7:12] [18seba03]: No panie 

[18.1.2021 | 23:7:15] [18seba03]: Słuchaj 

[18.1.2021 | 23:7:15] [cheeto pizzerini]: fake news 

[18.1.2021 | 23:7:28] [18seba03]: Wiesz że jak arbuz wleci w silnik metalowego ptaka to od razu ginie? 

[18.1.2021 | 23:7:37] [krasnal ogrodowy niko]: XD 

[18.1.2021 | 23:7:46] [_Zack_]: No to w Japonii wśród skośnych będzie ci Perfekcyjnie <:pepega:787730983771832371> 

[18.1.2021 | 23:7:56] [krasnal ogrodowy niko]: A żebyś kurwa wiedział 

[18.1.2021 | 23:8:0] [cheeto pizzerini]: skośnych jprdl 

[18.1.2021 | 23:8:6] [cheeto pizzerini]: ur so fucking racist bro 

[18.1.2021 | 23:8:17] [krasnal ogrodowy niko]: Wolę mieszkać wśród SkOśNych niż wśród BIałAsÓw 

[18.1.2021 | 23:8:48] [18seba03]: Ja tam jestem dumny że mieszkam wśród Białych Polaków Robaków 

[18.1.2021 | 23:8:58] [krasnal ogrodowy niko]: Zgodzę się 

[18.1.2021 | 23:9:11] [krasnal ogrodowy niko]: Powodzenia w kraju bez przyszłości 

[18.1.2021 | 23:9:16] [krasnal ogrodowy niko]: See ya 

[18.1.2021 | 23:9:24] [_Zack_]: Ale w Japonii też są homofoby 

[18.1.2021 | 23:9:30] [cheeto pizzerini]: ja tam jestem dumny że mieszkam wśród glizd mrówek i tasiemców 

[18.1.2021 | 23:10:7] [18seba03]: Nie żeby coś ale każdy kraj ma przyszłość, to że jej nie widzisz  to nie znaczy że nie ma. Sam teraz na rzucasz opinie a walczysz by tego nie robić 

[18.1.2021 | 23:10:11] [_Zack_]: Zresztą Polska ma duże możliwości 

[18.1.2021 | 23:10:14] [krasnal ogrodowy niko]: Jest ich mniejszy odsetek niż w Polsce 

[18.1.2021 | 23:10:16] [_Zack_]: Tylko rząd się musi zmienić 

[18.1.2021 | 23:10:24] [_Zack_]: A do tego już blisko 

[18.1.2021 | 23:10:24] [cheeto pizzerini]: jak 

[18.1.2021 | 23:10:29] [cheeto pizzerini]: um nie bardo 

[18.1.2021 | 23:10:32] [cheeto pizzerini]: bardzo 

[18.1.2021 | 23:10:35] [cheeto pizzerini]: stary 

[18.1.2021 | 23:10:40] [_Zack_]: Pis traci w sondażach 

[18.1.2021 | 23:10:47] [_Zack_]: Teraz się jeszcze kotłownia pojawil 

[18.1.2021 | 23:11:1] [cheeto pizzerini]: chce ktos toffifee? 

[18.1.2021 | 23:11:3] [cheeto pizzerini]: jedno 

[18.1.2021 | 23:11:5] [cheeto pizzerini]: un 

[18.1.2021 | 23:11:8] [cheeto pizzerini]: ichi 

[18.1.2021 | 23:11:9] [18seba03]: Jak dla mnie każda partia jest kijowa, ale kraj i tak może rozwinąć 

[18.1.2021 | 23:11:22] [krasnal ogrodowy niko]: Fajnie że zorientowali się jak już rozpierdolili Polskę 

[18.1.2021 | 23:11:25] [_Zack_]: Nowoczesna jest git ale pod po 

[18.1.2021 | 23:11:34] [cheeto pizzerini]: alsoooooo 

[18.1.2021 | 23:11:37] [krasnal ogrodowy niko]: Kolejny dzień ze średniowieczną polską 

[18.1.2021 | 23:11:37] [cheeto pizzerini]: <#787765876858421258> 

[18.1.2021 | 23:11:52] [cheeto pizzerini]: kolejny dzień w kompostowniku 

[18.1.2021 | 23:11:52] [krasnal ogrodowy niko]: Goof 

[18.1.2021 | 23:11:53] [krasnal ogrodowy niko]: D 

[18.1.2021 | 23:12:1] [18seba03]: Jeżeli mam być szczery to źle mówisz, kraj był rozpierdolony już od czasów PRL i nic dziwnego że póki co jest taki wynik 

[18.1.2021 | 23:12:22] [cheeto pizzerini]: <#787765876858421258> 

[18.1.2021 | 23:12:24] [_Zack_]: Lolz. Co by nie mówić o pisie to ich działalność i tak jest lepsza od po 

[18.1.2021 | 23:12:31] [krasnal ogrodowy niko]: XDDDDDDDD 

[18.1.2021 | 23:12:34] [18seba03]: Prawda 

[18.1.2021 | 23:12:37] [cheeto pizzerini]: XD 

[18.1.2021 | 23:12:54] [18seba03]: Nie twierdzę ze PIS jest dobry 

[18.1.2021 | 23:12:57] [_Zack_]: A kto wam podwyższył poziom emerytalny <:pepega:787730983771832371> 

[18.1.2021 | 23:13:6] [18seba03]: Ale PO tym bardziej tutaj znów nie chcę 

[18.1.2021 | 23:13:16] [_Zack_]: Kto kradł tak na potęgę że co rok było 5 afer<:pepega:787730983771832371> 

[18.1.2021 | 23:13:17] [cheeto pizzerini]: nie dozyje do emerytury wiec mam to w dupie 

[18.1.2021 | 23:13:33] [krasnal ogrodowy niko]: Tak zabierzmy kobietom prawa do własnego ciała, sądom suwerenność, Nazwijmy LGBT ideologią, wprowadźmy podatek od cukru bo mamy długi 

[18.1.2021 | 23:13:37] [18seba03]: Kto sprzedał większość fabryk dla Niemców? Czemu kanalizacja 60% miast w Polsce należy do Niemców? 

[18.1.2021 | 23:13:52] [cheeto pizzerini]: podatek od deszczu 

[18.1.2021 | 23:13:57] [_Zack_]: No może do 2019 nie było tragedii 

[18.1.2021 | 23:14:20] [_Zack_]: Właśnie pisze sprzedały w pizdu cały kraj i teraz siedzimy na uslugach 

[18.1.2021 | 23:14:35] [_Zack_]: Ale nie bo najważniejsze to jest lgbt hurr durr 

[18.1.2021 | 23:14:36] [cheeto pizzerini]: mozeczie przestac 

[18.1.2021 | 23:14:40] [cheeto pizzerini]: albo chociaz 

[18.1.2021 | 23:14:43] [cheeto pizzerini]: <#787765876858421258> 

[18.1.2021 | 23:14:49] [18seba03]: Jeżeli mielibyśmy wymieniać wady to PO miałoby ich więcej co nie zmienia faktu że PIS jest do bani ale lepsze mniejsze gówno niż poważna długa sraka 

[18.1.2021 | 23:14:50] [cheeto pizzerini]: bo przysiegam na boga 

[18.1.2021 | 23:14:57] [krasnal ogrodowy niko]: Stop 

[18.1.2021 | 23:14:57] [cheeto pizzerini]: dostaniecie warny 

[18.1.2021 | 23:15:4] [krasnal ogrodowy niko]: Albo na dyskusje wypieprzać 

[18.1.2021 | 23:15:8] [_Zack_]: <:pepega:787730983771832371> 

[18.1.2021 | 23:15:22] [krasnal ogrodowy niko]: Emotka niepotrzebna 

[18.1.2021 | 23:15:29] [_Zack_]: Ale piękna 

[18.1.2021 | 23:15:35] [cheeto pizzerini]: nie bardzo 

[18.1.2021 | 23:15:36] [_Zack_]: W swojej osobie 

[18.1.2021 | 23:15:38] [cheeto pizzerini]: taka meh 

[18.1.2021 | 23:15:41] [cheeto pizzerini]: 2/10 

[18.1.2021 | 23:15:45] [_Zack_]: Mi się podoba 

[18.1.2021 | 23:15:53] [cheeto pizzerini]: a mi nie 

[18.1.2021 | 23:15:56] [cheeto pizzerini]: wkurwia mnie 

[18.1.2021 | 23:15:59] [18seba03]: Nie żeby coś ale nawet pan właściciel tutaj z nami pisał i nie przeszedł So.. Ja nie będę tego kontynuować z powodu którego nie podam 

[18.1.2021 | 23:16:0] [cheeto pizzerini]: niemiłosiernie 

[18.1.2021 | 23:16:6] [18seba03]: <:SipTea:798193947553562684> 

[18.1.2021 | 23:16:7] [_Zack_]: I dlatego jest fajno 

[18.1.2021 | 23:16:12] [_Zack_]: Bo ludzi wkurwia 

[18.1.2021 | 23:16:27] [cheeto pizzerini]: ym? przestał pisać właśnie więc stfu 

[18.1.2021 | 23:16:40] [18seba03]: Dopiero teraz? 

[18.1.2021 | 23:16:43] [18seba03]: To pozdro 

[18.1.2021 | 23:16:52] [krasnal ogrodowy niko]: Tak no tak chciałem a teraz shut up 

[18.1.2021 | 23:17:6] [_Zack_]: Jakbym mógł głosować to bym zagłosował na nowoczesna 

[18.1.2021 | 23:17:11] [krasnal ogrodowy niko]: STOP 

[18.1.2021 | 23:17:14] [_Zack_]: O tym mogę gadać tu? 

[18.1.2021 | 23:17:16] [krasnal ogrodowy niko]: Prosiliśmy o coś 

[18.1.2021 | 23:17:17] [krasnal ogrodowy niko]: Nie 

[18.1.2021 | 23:17:18] [cheeto pizzerini]: CZY JA CZEGOS NIE MOWILEM 

[18.1.2021 | 23:17:22] [krasnal ogrodowy niko]: Bo to temat polityczny 

[18.1.2021 | 23:17:25] [_Zack_]: Ale to już inny temat 

[18.1.2021 | 23:17:28] [🅼🅸🅺]: Mothier fuckier Kjeli, ja dlaj dszieci DVX przynośieć 

[18.1.2021 | 23:17:31] [krasnal ogrodowy niko]: TEMAT 

[18.1.2021 | 23:17:34] [krasnal ogrodowy niko]: POLITYCZNY 

[18.1.2021 | 23:17:36] [krasnal ogrodowy niko]: NA 

[18.1.2021 | 23:17:38] [_Zack_]: <:ragepepe:787730984346976286> 

[18.1.2021 | 23:17:40] [krasnal ogrodowy niko]: <#787765876858421258> 

[18.1.2021 | 23:17:54] [_Zack_]: <:cat2:788153511803617301> 

[18.1.2021 | 23:17:58] [cheeto pizzerini]: 🐸 🤛 😐 

[18.1.2021 | 23:18:2] [cheeto pizzerini]: w ryj mu 

[18.1.2021 | 23:18:3] [cheeto pizzerini]: daje 

[18.1.2021 | 23:18:5] [_Zack_]: Ładna żaba 

[18.1.2021 | 23:18:8] [_Zack_]: Brałbym 

[18.1.2021 | 23:18:14] [cheeto pizzerini]: to ma tego pepe udawac 

[18.1.2021 | 23:18:22] [_Zack_]: <:pepega:787730983771832371> 

[18.1.2021 | 23:18:22] [krasnal ogrodowy niko]: Jezu Chryste 

[18.1.2021 | 23:18:25][🅼🅸🅺]: Tommy do was celuje [Image Link:https://cdn.discordapp.com/attachments/787765832033107968/800851621193580564/fb946c729728c4f476e9e9bffe926169.jpg] 

[18.1.2021 | 23:18:27] [cheeto pizzerini]: on jest jedyna zabą której nie toleruje 

[18.1.2021 | 23:18:32] [krasnal ogrodowy niko]: To już pod zoofilię podchodzi, a to naprawdę nie jest dobrze 

[18.1.2021 | 23:18:34] [cheeto pizzerini]: tommy spadaj na bambus 

[18.1.2021 | 23:18:43] [_Zack_]: Czyli jakbym był żaba 

[18.1.2021 | 23:18:52] [_Zack_]: To byś mnie tolerował 

[18.1.2021 | 23:19:1] [cheeto pizzerini]: nie 

[18.1.2021 | 23:19:5] [cheeto pizzerini]: wtedy byłyby dwie 

[18.1.2021 | 23:19:9] [cheeto pizzerini]: których nietleruje 

[18.1.2021 | 23:19:20] [_Zack_]: A 

[18.1.2021 | 23:19:29] [_Zack_]: To trudno będą dwie bo spodobała mi się ta żaba 

[18.1.2021 | 23:19:38][🅼🅸🅺]: Paczajta jaka zajebiaszcza maska, ja chce taką [Image Link:https://cdn.discordapp.com/attachments/787765832033107968/800851927298080818/03286b32e642c440c1193acd661a4633.jpg] 

[18.1.2021 | 23:20:3] [cheeto pizzerini]: fuj 

[18.1.2021 | 23:20:7] [18seba03]: Posiadam, mam też stary model z jeszcze PRL'u oraz wersję Bulldoga 

[18.1.2021 | 23:20:40] [cheeto pizzerini]: chce wypic lakier do paznokci 

[18.1.2021 | 23:20:42] [cheeto pizzerini]: wypic 

[18.1.2021 | 23:20:44] [krasnal ogrodowy niko]: Co 

[18.1.2021 | 23:20:46] [krasnal ogrodowy niko]: Czemu 

[18.1.2021 | 23:20:46] [_Zack_]: A ja mam płuca że stali i nie potrzebuje 

[18.1.2021 | 23:20:48] [krasnal ogrodowy niko]: Nie pij nie 

[18.1.2021 | 23:20:50] [cheeto pizzerini]: albo zmywacz 

[18.1.2021 | 23:20:58] [_Zack_]: Sprzedam 

[18.1.2021 | 23:21:1] [cheeto pizzerini]: ładnie pachnie 

[18.1.2021 | 23:21:1] [krasnal ogrodowy niko]: Przyjedź do Krakowa wtedy pogadamy 

[18.1.2021 | 23:21:14] [_Zack_]: Przyjedź do wrocka 

[18.1.2021 | 23:21:15] [_Zack_]: Na kleoe 

[18.1.2021 | 23:21:20] [cheeto pizzerini]: przyjedz do 

[18.1.2021 | 23:21:22] [cheeto pizzerini]: y 

[18.1.2021 | 23:21:23] [cheeto pizzerini]: nwm 

[18.1.2021 | 23:21:25] [cheeto pizzerini]: gdzies 

[18.1.2021 | 23:21:28] [cheeto pizzerini]: do warszawy 

[18.1.2021 | 23:21:32] [krasnal ogrodowy niko]: Byłem 

[18.1.2021 | 23:21:40] [krasnal ogrodowy niko]: Ładny ten pałac kultury 

[18.1.2021 | 23:21:40] [🅼🅸🅺]: Prijacielll pls daj mi. Ja pragnę maskę gazowąąą! 

[18.1.2021 | 23:21:44] [krasnal ogrodowy niko]: Ale smutny taki był akurat 

[18.1.2021 | 23:21:46] [18seba03]: Kraków, fajne miasto. Muszę tam pojechać po makietę pocisku czołgowego a potem można spalić pół miasta ze znajomą 

[18.1.2021 | 23:21:50] [18seba03]: <:SipTea:798193947553562684> 

[18.1.2021 | 23:21:52] [🅼🅸🅺]: Grrr 

[18.1.2021 | 23:21:57] [cheeto pizzerini]: ja bylam w wawie kilka razy a huja pamietam 

[18.1.2021 | 23:22:2] [_Zack_]: W Krakowie podobno tanie prostytutki są 

[18.1.2021 | 23:22:9] [18seba03]: Wiesz że one nie są takie drogie? xd 

[18.1.2021 | 23:22:19] [🅼🅸🅺]: Ile kosztują? 

[18.1.2021 | 23:22:27] [_Zack_]: 50 zeta 

[18.1.2021 | 23:22:28] [🅼🅸🅺]: Oraz gdzie kupiłeś? 

[18.1.2021 | 23:22:32] [_Zack_]: Na allegro 

[18.1.2021 | 23:22:38] [18seba03]: Tą co wysłałeś kupiłem z zestawem filtrów za 130 zł 

[18.1.2021 | 23:22:38] [cheeto pizzerini]: muj brat dostał ze szkoły 

[18.1.2021 | 23:22:42] [cheeto pizzerini]: maskę taką podobną 

[18.1.2021 | 23:22:47] [cheeto pizzerini]: 🤨 

[18.1.2021 | 23:22:52] [_Zack_]: Na militaria.pl 

[18.1.2021 | 23:22:54] [_Zack_]: Można dostać 

[18.1.2021 | 23:22:55] [🅼🅸🅺]: Fucken shit. A dzisiaj prawie jedyną stówkę wydałem 

[18.1.2021 | 23:22:59] [18seba03]: W sklepie militarnym w Białymstoku ale znajdziesz na allegro i innych stronach 

[18.1.2021 | 23:23:14] [🅼🅸🅺]: Ide obyczajać 

[18.1.2021 | 23:23:28] [cheeto pizzerini]: białystok 

[18.1.2021 | 23:23:30] [🅼🅸🅺]: Może spytam rodziców, to kupią i wezmą mnie za dzikusa 

[18.1.2021 | 23:23:30] [cheeto pizzerini]: co to 

[18.1.2021 | 23:23:32] [18seba03]: Ja chcę Mp-5 

[18.1.2021 | 23:23:44] [🅼🅸🅺]: Mosin lepszy 

[18.1.2021 | 23:23:45] [18seba03]: Piękne miasto skąd wali się łukami do samolotów 

[18.1.2021 | 23:23:51] [cheeto pizzerini]: huuuuh 

[18.1.2021 | 23:23:56] [cheeto pizzerini]: ciekawe 

[18.1.2021 | 23:24:5] [cheeto pizzerini]: nie wiem nie byłem w polsce nigdy 

[18.1.2021 | 23:24:10] [18seba03]: Mosin to szerszy bulldog 

[18.1.2021 | 23:24:13] [cheeto pizzerini]: nie no kilk a razy byem 

[18.1.2021 | 23:24:17] [cheeto pizzerini]: ale nudy\ 

[18.1.2021 | 23:24:45] [_Zack_]: To gdzie mieszkasz 

[18.1.2021 | 23:24:48] [18seba03]: Mosin jest na necie za 69 zł 

[18.1.2021 | 23:24:51] [cheeto pizzerini]: poza polszą 

[18.1.2021 | 23:24:58] [_Zack_]: Domyśliłem się 

[18.1.2021 | 23:25:2] [cheeto pizzerini]: XD 

[18.1.2021 | 23:25:9] [_Zack_]: Ale w jakim kraju 

[18.1.2021 | 23:25:13] [18seba03]: I jego kryptonim to : Hamster 

[18.1.2021 | 23:25:17] [_Zack_]: Pewnie u brytoli 

[18.1.2021 | 23:25:25] [_Zack_]: Na ~~zmywaku~~ 

[18.1.2021 | 23:25:45] [cheeto pizzerini]: brytania 🧐 ☕ 🏴󠁧󠁢󠁥󠁮󠁧󠁿 

[18.1.2021 | 23:25:51] [cheeto pizzerini]: skad ty 

[18.1.2021 | 23:25:54] [Grylled]: AS-Wał lepszy albo AK 12 

[18.1.2021 | 23:25:55] [cheeto pizzerini]: dobra okej 

[18.1.2021 | 23:25:58] [18seba03]: Mmm brytole, dajcie mi Cromwell'a a potem mogę was ~~palić w imię Beliara~~ opuścić oczywiście 

[18.1.2021 | 23:26:7] [cheeto pizzerini]: spadaj 

[18.1.2021 | 23:26:13] [cheeto pizzerini]: ja jestem polakiem w sercu 

[18.1.2021 | 23:26:14] [_Zack_]: Mówiłem że u brytoli 

[18.1.2021 | 23:26:16] [_Zack_]: Robi 

[18.1.2021 | 23:26:32] [_Zack_]: Mam takie niezależne pytanie teraz 

[18.1.2021 | 23:26:37] [_Zack_]: Zawsze mnie zastanawiało 

[18.1.2021 | 23:27:7] [_Zack_]: Jak jakaś osoba tak nienawidzi kraju i ludzi w nim żyjącym. To na jakiego kija siedzi na polskich forach itd 

[18.1.2021 | 23:27:19] [18seba03]: Zależy, podczas walki Mosin lepszy ale za to AS-Wał itp są  lepsze do poruszania się ponieważ łatwiej wymieniać filtry w drodze 

[18.1.2021 | 23:27:20] [cheeto pizzerini]: żeby hejtowac 

[18.1.2021 | 23:27:25] [cheeto pizzerini]: dlatego ja jestem 

[18.1.2021 | 23:27:27] [cheeto pizzerini]: właśnie 

[18.1.2021 | 23:27:32] [cheeto pizzerini]: na polskich forach 

[18.1.2021 | 23:27:41] [cheeto pizzerini]: żeby pluć na polaków śmierdzących 

[18.1.2021 | 23:27:44] [_Zack_]: Pewnie przyjaciół nie ma na angielskich 

[18.1.2021 | 23:27:52] [cheeto pizzerini]: mam 

[18.1.2021 | 23:27:57] [cheeto pizzerini]: ja przynajmniej 

[18.1.2021 | 23:28:16] [krasnal ogrodowy niko]: Dla twojej wiadomości mam przyjaciela w Anglii 😉 

[18.1.2021 | 23:28:21] [krasnal ogrodowy niko]: I tak 

[18.1.2021 | 23:28:22] [cheeto pizzerini]: jestem zbyt charyzmatyczna i zabawna żeby nie miec znajomych 

[18.1.2021 | 23:28:27] [cheeto pizzerini]: i zbyt hot 

