[15.1.2021 | 13:5:21] [Domii ;3]: %fish 
[16.1.2021 | 18:9:52] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:9:54] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:9:57] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:9:59] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:0] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:2] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:4] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:6] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:8] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:10] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:13] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:19] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:21] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:23] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:25] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:27] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:29] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:31] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:34] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:36] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:37] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:39] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:41] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:43] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:45] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:47] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:49] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:51] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:53] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:55] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:56] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:10:59] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:1] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:3] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:5] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:7] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:10] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:17] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:19] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:21] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:23] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:24] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:27] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:29] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:30] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:32] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:34] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:35] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:39] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:41] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:43] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:44] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:46] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:48] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:49] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:51] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:53] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:55] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:57] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:11:58] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:0] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:2] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:4] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:5] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:7] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:11] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:18] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:20] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:22] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:27] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:29] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:31] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:34] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:36] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:38] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:40] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:42] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:44] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:46] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:47] [Domii ;3]: %fish 

[16.1.2021 | 18:12:49] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:51] [Domii ;3]: %fish 

[16.1.2021 | 18:12:51] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:53] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:54] [Domii ;3]: %fish 

[16.1.2021 | 18:12:56] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:58] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:12:59] [Domii ;3]: %fish 

[16.1.2021 | 18:13:0] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:1] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:4] [Domii ;3]: %fish 

[16.1.2021 | 18:13:4] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:6] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:8] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:10] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:13] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:14] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:16] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:18] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:20] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:23] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:24] [Domii ;3]: %fish 

[16.1.2021 | 18:13:26] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:28] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:30] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:32] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:34] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:36] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:37] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:40] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:41] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:43] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:45] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:48] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:51] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:53] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:55] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:57] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:13:59] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:14:2] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:14:4] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:14:6] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:14:7] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:14:8] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:14:10] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:14:19] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %inventory 

[16.1.2021 | 18:14:32] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %clan 

[16.1.2021 | 18:14:49] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %help 

[16.1.2021 | 18:15:9] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %servertop 

[16.1.2021 | 18:15:18] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %servertop xp 

[16.1.2021 | 18:15:43] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %servertop money 

[16.1.2021 | 18:15:59] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:1] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:2] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:4] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:5] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:8] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:9] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:11] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:12] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:14] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:16] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:17] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:18] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:20] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:21] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:23] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:24] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:26] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:27] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:29] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:30] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:32] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:33] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:35] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:36] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:38] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:39] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:40] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:42] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:44] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:45] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:47] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:48] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:50] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:51] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:53] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:54] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:56] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:57] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:16:59] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:17:2] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:17:3] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:17:5] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:17:7] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:17:9] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:17:11] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:17:14] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:17:16] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:17:18] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:17:30] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %servertop 

[16.1.2021 | 18:17:45] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %servertop fish 

[16.1.2021 | 18:18:0] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:18:2] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:18:3] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:18:5] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:18:15] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %shop boosts 

[16.1.2021 | 18:19:25] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %buy auto30m 

[16.1.2021 | 18:19:51] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %buy fish20m 

[16.1.2021 | 18:19:53] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:19:55] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:19:57] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:19:59] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:20:1] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:20:2] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:20:4] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:20:6] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:20:8] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:20:10] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:20:12] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:20:14] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:20:16] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:20:17] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:20:19] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:20:21] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

