[7.1.2021 | 17:49:44] [COVER]: 6946 
[21.1.2021 | 0:21:42] [💜-Agatka007-💜]: .slut 

[21.1.2021 | 0:21:47] [💜-Agatka007-💜]: .dep all 

[21.1.2021 | 0:21:50] [💜-Agatka007-💜]: .bal 

[21.1.2021 | 0:22:9] [💜-Agatka007-💜]: . collect-income 

[21.1.2021 | 0:22:16] [💜-Agatka007-💜]: .bal 

[21.1.2021 | 0:22:30] [NoOne]: .rob <@714205832501526528> 

[21.1.2021 | 0:22:37] [NoOne]: <a:CARRYpeeposad:751485887690571816> 

[21.1.2021 | 0:22:49] [NoOne]: Sorki za ping 

[21.1.2021 | 0:22:54] [💜-Agatka007-💜]: Spoczko 

[21.1.2021 | 9:5:37] [sirvel_wolf]: .collect-income 

[21.1.2021 | 9:5:43] [sirvel_wolf]: .work 

[21.1.2021 | 9:5:47] [sirvel_wolf]: .slut 

[21.1.2021 | 9:5:50] [sirvel_wolf]: .crime 

[21.1.2021 | 9:5:53] [sirvel_wolf]: .dep all 

[21.1.2021 | 9:6:0] [sirvel_wolf]: Noice 

[21.1.2021 | 9:6:3] [sirvel_wolf]: .bal 

[21.1.2021 | 9:6:10] [sirvel_wolf]: .top 

[21.1.2021 | 9:12:49] [Sverige AKA Damian.]: .collect-income 

[21.1.2021 | 9:12:53] [Sverige AKA Damian.]: .dep all 

[21.1.2021 | 9:13:11] [Sverige AKA Damian.]: .top 143 

[21.1.2021 | 9:13:18] [Sverige AKA Damian.]: Aha 

[21.1.2021 | 9:13:22] [Sverige AKA Damian.]: .top 

[21.1.2021 | 9:13:23] [💚💙 кιηια 💚💙]: . Collect-income 

[21.1.2021 | 9:13:25] [💚💙 кιηια 💚💙]: . Work 

[21.1.2021 | 9:13:27] [💚💙 кιηια 💚💙]: .slut 

[21.1.2021 | 9:13:30] [💚💙 кιηια 💚💙]: .crime 

[21.1.2021 | 9:13:33] [💚💙 кιηια 💚💙]: .dep all 

[21.1.2021 | 9:20:39] [Shibe]: .bal 💚💙 кιηια 💚💙#9344 

[21.1.2021 | 9:24:42] [sirvel_wolf]: .bal <@!634450543179333643> 

[21.1.2021 | 9:24:49] [sirvel_wolf]: .rob <@!634450543179333643> 

[21.1.2021 | 9:35:43] [Pikczel]: .rob <@!634450543179333643> 

[21.1.2021 | 9:35:48] [Pikczel]: ajj 

[21.1.2021 | 9:35:54] [Pikczel]: .with 49 

[21.1.2021 | 9:35:57] [Pikczel]: .bal 

[21.1.2021 | 9:36:1] [Pikczel]: .dep all 

[21.1.2021 | 9:49:18] [Shibe]: .bal 

[21.1.2021 | 9:49:23] [Shibe]: .dep all 

[21.1.2021 | 9:49:27] [Shibe]: .bal 

[21.1.2021 | 9:51:45] [💚💙 кιηια 💚💙]: .gay 

[21.1.2021 | 9:59:27] [Asasin22]: .collect-income 

[21.1.2021 | 9:59:42] [Asasin22]: .work 

[21.1.2021 | 9:59:44] [Asasin22]: .crime 

[21.1.2021 | 9:59:47] [Asasin22]: .dep alll 

[21.1.2021 | 9:59:50] [Asasin22]: .dep all 

[21.1.2021 | 9:59:58] [Asasin22]: .sep all 

[21.1.2021 | 10:0:2] [Asasin22]: .dep all 

[21.1.2021 | 10:0:4] [Asasin22]: wtf 

[21.1.2021 | 10:0:6] [Asasin22]: .bal 

[21.1.2021 | 10:8:33] [St3fan_K]: .collect-income 

[21.1.2021 | 10:8:39] [St3fan_K]: .dep all 

[21.1.2021 | 10:49:29] [Szop Pracz]: !work 

[21.1.2021 | 10:49:34] [Szop Pracz]: .work 

[21.1.2021 | 10:49:38] [Szop Pracz]: .crime 

[21.1.2021 | 10:49:45] [Szop Pracz]: .slut 

[21.1.2021 | 10:49:49] [Szop Pracz]: .dep all 

[21.1.2021 | 11:2:40] [💚💙 кιηια 💚💙]: .work 

[21.1.2021 | 12:5:0] [sirvel_wolf]: .bal <@!634450543179333643> 

[21.1.2021 | 12:5:12] [sirvel_wolf]: .rob <@!634450543179333643> 

[21.1.2021 | 12:5:23] [sirvel_wolf]: fu*k 

[21.1.2021 | 13:36:28] [💚💙 кιηια 💚💙]: Wyrażaj się <:PepeOk:795980596685701152> 

[21.1.2021 | 13:36:36] [Shibe]: <:PepeYes:795980439558029334> 

[21.1.2021 | 13:48:5] [Shibe]: .with 1000 

[21.1.2021 | 13:48:16] [Shibe]: .pay  <@519532239995011073> 

[21.1.2021 | 13:48:34] [Shibe]: .dep all 

[21.1.2021 | 13:50:53] [Shibe]: .shop 

[21.1.2021 | 13:51:4] [Shibe]: .buy-item Vip 

[21.1.2021 | 13:51:28] [💜-Agatka007-💜]: .work 

[21.1.2021 | 13:51:30] [💜-Agatka007-💜]: .crime 

[21.1.2021 | 13:51:35] [💜-Agatka007-💜]: .slut 

[21.1.2021 | 13:51:37] [💜-Agatka007-💜]: .dep all 

[21.1.2021 | 13:51:48] [💜-Agatka007-💜]: . collect-income 

[21.1.2021 | 13:52:31] [Mr.BibleThump]: .buy-item Vip 

[21.1.2021 | 13:52:46] [Mr.BibleThump]: 3 

[21.1.2021 | 13:52:49] [Shibe]: .use Vip 

[21.1.2021 | 13:52:54] [NoOne]: .shop 2 

[21.1.2021 | 13:53:31] [Mr.BibleThump]: .use Vkip 

[21.1.2021 | 13:53:39] [Mr.BibleThump]: .use Vip 

[21.1.2021 | 14:33:27] [Szop Pracz]: .work 

[21.1.2021 | 14:33:30] [Szop Pracz]: .slut 

[21.1.2021 | 14:33:34] [Szop Pracz]: .dep all 

[21.1.2021 | 17:50:5] [Pikczel]: .bal <@634450543179333643> 

[21.1.2021 | 17:50:16] [Pikczel]: .rob <@634450543179333643> 

[21.1.2021 | 17:50:20] [Pikczel]: Co 

[21.1.2021 | 19:28:52] [sirvel_wolf]: .bal <@634450543179333643> 

[21.1.2021 | 19:29:3] [sirvel_wolf]: .rob <@634450543179333643> 

[21.1.2021 | 19:29:12] [sirvel_wolf]: .collect-income 

[21.1.2021 | 19:29:18] [sirvel_wolf]: .work 

[21.1.2021 | 19:29:22] [sirvel_wolf]: .slut 

[21.1.2021 | 19:29:35] [sirvel_wolf]: .crime 

[21.1.2021 | 19:29:41] [sirvel_wolf]: .dep all 

[21.1.2021 | 19:29:52] [sirvel_wolf]: .bal 

[21.1.2021 | 19:30:0] [sirvel_wolf]: .top 

[21.1.2021 | 19:30:9] [sirvel_wolf]: .top 2 

[21.1.2021 | 19:30:33] [sirvel_wolf]: .withdraw 250 

[21.1.2021 | 19:30:49] [sirvel_wolf]: .roulette 250 red 

[21.1.2021 | 19:30:59] [sirvel_wolf]: .dep all 

[21.1.2021 | 21:46:19] [Mordu]: A oke? 

[21.1.2021 | 21:47:52] [Cichy]: Skrót językowy może być maksymalnie 2 literowy. 

[21.1.2021 | 21:50:24] [St3fan_K]: https://cdn.discordapp.com/attachments/799662257977163838/801898267477934090/Ziemia.gif 

[21.1.2021 | 21:51:11] [St3fan_K]: /minigry 

[21.1.2021 | 22:23:4] [sirvel_wolf]: .slut 

[21.1.2021 | 22:23:6] [sirvel_wolf]: .crime 

[21.1.2021 | 22:23:9] [sirvel_wolf]: .dep all 

[21.1.2021 | 22:23:13] [sirvel_wolf]: .bal 

[21.1.2021 | 22:23:27] [sirvel_wolf]: .bal <@634450543179333643> 

[21.1.2021 | 22:23:37] [sirvel_wolf]: .rob <@634450543179333643> 

[21.1.2021 | 22:23:48] [NoOne]: .work 

[21.1.2021 | 22:23:53] [NoOne]: . slut 

[21.1.2021 | 22:23:55] [NoOne]: .crime 

[21.1.2021 | 22:23:59] [NoOne]: .with all 

[21.1.2021 | 22:24:8] [NoOne]: .buy Mvip 

[21.1.2021 | 22:24:15] [NoOne]: .use Mvip 

[21.1.2021 | 22:24:19] [NoOne]: .bal 

[21.1.2021 | 22:24:23] [NoOne]: .shop 

[21.1.2021 | 22:24:32] [NoOne]: .buy Svip 

[21.1.2021 | 22:24:41] [NoOne]: .use Svip 

[21.1.2021 | 22:24:47] [NoOne]: .dep all 

[21.1.2021 | 22:24:50] [Sverige AKA Damian.]: .collect-income 

[21.1.2021 | 22:24:51] [NoOne]: . collect-income 

[21.1.2021 | 22:24:56] [NoOne]: .bal 

[21.1.2021 | 22:24:57] [Sverige AKA Damian.]: .work 

[21.1.2021 | 22:25:1] [NoOne]: .with all 

[21.1.2021 | 22:25:2] [Sverige AKA Damian.]: .slit 

[21.1.2021 | 22:25:6] [Sverige AKA Damian.]: .slut 

[21.1.2021 | 22:25:7] [NoOne]: .buy vip 

[21.1.2021 | 22:25:8] [Sverige AKA Damian.]: .crime 

[21.1.2021 | 22:25:12] [NoOne]: .use vip 

[21.1.2021 | 22:25:25] [NoOne]: . collect-income 

[21.1.2021 | 22:25:27] [NoOne]: .dep all 

[21.1.2021 | 22:25:34] [NoOne]: Biznes 

[21.1.2021 | 22:25:46] [sirvel_wolf]: Xd 

[21.1.2021 | 22:25:54] [sirvel_wolf]: Stonks 

[21.1.2021 | 22:26:16] [NoOne]: <:AK_stonks:751679005597499423> 

[21.1.2021 | 22:27:35] [Sverige AKA Damian.]: .dep all 

[21.1.2021 | 22:42:18] [Sverige AKA Damian.]: Jej :D 

[21.1.2021 | 22:56:52] [Szop Pracz]: .work 

[21.1.2021 | 22:56:57] [Szop Pracz]: .slut 

[21.1.2021 | 22:56:59] [Szop Pracz]: .crime 

[21.1.2021 | 22:57:5] [Szop Pracz]: .collect-income 

[21.1.2021 | 22:57:9] [Szop Pracz]: .dep all 

[21.1.2021 | 22:57:16] [Cichy]: .shop 

[21.1.2021 | 22:57:19] [Cichy]: .shop 2 

[21.1.2021 | 22:57:31] [Cichy]: .add-money <@!748061664447823963> 6500 

[21.1.2021 | 22:57:56] [Szop Pracz]: .shop 

[21.1.2021 | 22:57:59] [Szop Pracz]: .shop 2 

[21.1.2021 | 22:58:23] [Szop Pracz]: .with 4000 

[21.1.2021 | 22:58:33] [Szop Pracz]: .Pay <@!748061664447823963> 400 

[21.1.2021 | 22:58:56] [Szop Pracz]: .pay <@!748061664447823963> 3600 

[21.1.2021 | 22:59:6] [Szop Pracz]: kup m vipa 

[21.1.2021 | 22:59:16] [Sverige AKA Damian.]: Sam sobie kup 

[21.1.2021 | 22:59:27] [Sverige AKA Damian.]: .give-money 3600 

[21.1.2021 | 22:59:48] [Sverige AKA Damian.]: .give-money 3600 <@751411028041924631> 

[21.1.2021 | 22:59:56] [Sverige AKA Damian.]: Aa 

[21.1.2021 | 22:59:57] [Szop Pracz]: napisz: 

[21.1.2021 | 23:0:5] [Szop Pracz]: .Pay <@!751411028041924631> 4000 

[21.1.2021 | 23:0:13] [Szop Pracz]: bo tyle ci dałem 

[21.1.2021 | 23:0:16] [Szop Pracz]: 4k 

[21.1.2021 | 23:0:21] [Sverige AKA Damian.]: .give-money <@751411028041924631> 3600 

[21.1.2021 | 23:0:29] [Sverige AKA Damian.]: Aa 

[21.1.2021 | 23:0:42] [NoOne]: \top 

[21.1.2021 | 23:0:46] [Sverige AKA Damian.]: .give-money <@751411028041924631> 400 

[21.1.2021 | 23:0:50] [Sverige AKA Damian.]: .dep all 

[21.1.2021 | 23:0:51] [Szop Pracz]: .top 

[21.1.2021 | 23:0:53] [Sverige AKA Damian.]: .bap 

[21.1.2021 | 23:0:57] [Sverige AKA Damian.]: .bal 

[21.1.2021 | 23:1:8] [Sverige AKA Damian.]: Ile 

[21.1.2021 | 23:1:9] [Szop Pracz]: lubie z tobą damian robić biznesy 

[21.1.2021 | 23:1:10] [Sverige AKA Damian.]: Ma szym 

[21.1.2021 | 23:1:20] [Sverige AKA Damian.]: A ja z tobą 

[21.1.2021 | 23:1:24] [Szop Pracz]: wiem co zrobić 

[21.1.2021 | 23:1:41] [Sverige AKA Damian.]: Cypis najlepszy 

[22.1.2021 | 10:32:9] [Szop Pracz]: .work 

[22.1.2021 | 10:32:11] [Szop Pracz]: .dep all 

[22.1.2021 | 10:32:20] [💜-Agatka007-💜]: .work 

[22.1.2021 | 10:32:22] [💜-Agatka007-💜]: .crimw 

[22.1.2021 | 10:32:24] [💜-Agatka007-💜]: .crime 

[22.1.2021 | 10:32:26] [💜-Agatka007-💜]: .slut 

[22.1.2021 | 10:32:27] [💜-Agatka007-💜]: .dep all 

[22.1.2021 | 10:32:55] [💜-Agatka007-💜]: .collect-income 

[22.1.2021 | 10:32:59] [💜-Agatka007-💜]: .bal 

[22.1.2021 | 10:33:8] [💜-Agatka007-💜]: .rob <@407996310290038784> 

[22.1.2021 | 10:33:16] [💜-Agatka007-💜]: Sorry za ping 

[22.1.2021 | 12:30:25] [Shibe]: .work 

[22.1.2021 | 12:30:28] [Shibe]: .crime 

[22.1.2021 | 12:30:30] [Shibe]: .slut 

[22.1.2021 | 12:30:33] [Shibe]: .bal 

[22.1.2021 | 13:31:34] [szym402pl]: .bal 

[22.1.2021 | 13:31:45] [szym402pl]: .collect-income 

[22.1.2021 | 13:31:48] [szym402pl]: .dep all 

[22.1.2021 | 13:31:53] [szym402pl]: .crime 

[22.1.2021 | 13:31:54] [szym402pl]: .slut 

[22.1.2021 | 13:31:55] [szym402pl]: .work 

[22.1.2021 | 13:31:58] [szym402pl]: .dep all 

[22.1.2021 | 13:32:3] [szym402pl]: .top 

[22.1.2021 | 13:32:12] [szym402pl]: .top 2 

[22.1.2021 | 13:32:54] [szym402pl]: .bal 475609104103112704 

[22.1.2021 | 13:33:20] [szym402pl]: .bal 750372554971283506 

[22.1.2021 | 13:33:35] [szym402pl]: .rob 750372554971283506 

[22.1.2021 | 13:33:38] [szym402pl]: .dep all 

[22.1.2021 | 13:33:40] [szym402pl]: .top 

[22.1.2021 | 14:0:7] [NoOne]: s?top 

[22.1.2021 | 18:31:15] [Szop Pracz]: .collect-income 

[22.1.2021 | 18:31:23] [Szop Pracz]: .dep all gnoju 

[22.1.2021 | 22:38:44] [Mr.BibleThump]: .work 

[22.1.2021 | 22:38:57] [Mr.BibleThump]: .work 

[22.1.2021 | 22:49:17] [NoOne]: . collect-income 

[22.1.2021 | 22:49:20] [NoOne]: .work 

[22.1.2021 | 22:49:22] [NoOne]: .slut 

[22.1.2021 | 22:49:24] [NoOne]: .crime 

[22.1.2021 | 22:49:26] [NoOne]: .dep al 

[22.1.2021 | 22:49:29] [NoOne]: .dep all 

[22.1.2021 | 22:49:40] [NoOne]: .bal 

[22.1.2021 | 22:49:45] [NoOne]: .dep all 

[22.1.2021 | 23:1:11] [Rycesz]: .dep all 

[22.1.2021 | 23:1:24] [Rycesz]: .bal 

[22.1.2021 | 23:5:7] [Shibe]: . collect-income 

[22.1.2021 | 23:5:12] [Shibe]: .work 

[22.1.2021 | 23:5:14] [Shibe]: .crime 

[22.1.2021 | 23:5:17] [Shibe]: .slut. 

[22.1.2021 | 23:5:19] [Shibe]: .smut 

[22.1.2021 | 23:5:21] [Shibe]: .slut 

[22.1.2021 | 23:5:25] [Shibe]: .dep all 

[22.1.2021 | 23:5:28] [Shibe]: .bal 

[23.1.2021 | 0:1:14] [Cover]: .collect-income 

[23.1.2021 | 0:1:23] [Cover]: .bal 

[23.1.2021 | 0:1:30] [Cover]: .dep all 

[23.1.2021 | 0:1:34] [Cover]: .bal 

[23.1.2021 | 0:1:44] [Cover]: .shop 

[23.1.2021 | 0:2:6] [Cover]: .buy-item Vip 

[23.1.2021 | 0:2:28] [Cover]: 3 

[23.1.2021 | 0:2:43] [Cover]: .bal 

[23.1.2021 | 0:2:57] [Cover]: .with all 

[23.1.2021 | 0:3:8] [Cover]: .buy-item Vip 

[23.1.2021 | 0:3:11] [Cover]: 3 

[23.1.2021 | 0:3:44] [Cover]: .use vio 

[23.1.2021 | 0:3:57] [Cover]: .use-item 1 Vip 

[23.1.2021 | 11:43:46] [Cichy]: /tokeen 

[23.1.2021 | 20:41:53] [LiveSpeak-Test]: .user 

[23.1.2021 | 20:44:22] [Rycesz]: .work 

[23.1.2021 | 20:44:37] [Rycesz]: .dep all 

[23.1.2021 | 20:48:4] [LiveSpeak-Test]: .user 

[23.1.2021 | 21:28:50] [Sverige AKA Damian.]: /info 

[23.1.2021 | 21:30:43] [Sverige AKA Damian.]: 1 

[23.1.2021 | 21:30:48] [Sverige AKA Damian.]: /1 

[23.1.2021 | 21:31:19] [🐬 Bluenade_]: c: 

[23.1.2021 | 21:31:22] [🐬 Bluenade_]: tuli tuli 

[23.1.2021 | 21:31:47] [Sverige AKA Damian.]: Mozesz tez 

[23.1.2021 | 21:32:1] [Sverige AKA Damian.]: Np 

[23.1.2021 | 21:33:36] [💜-Agatka007-💜]: .work 

[23.1.2021 | 21:33:38] [💜-Agatka007-💜]: .crime 

[23.1.2021 | 21:33:40] [💜-Agatka007-💜]: .slut 

[23.1.2021 | 21:33:43] [💜-Agatka007-💜]: .dep all 

[23.1.2021 | 21:33:45] [..nath]: /hug<@559073575340998668> 

[23.1.2021 | 21:33:55] [💜-Agatka007-💜]: Ze spacją 

[23.1.2021 | 21:34:9] [🐬 Bluenade_]: bruh 

[23.1.2021 | 21:39:39] [🐬 Bluenade_]: nie mów tak 

[23.1.2021 | 21:39:53] [..nath]: Tego juz nie zmienisz 

[23.1.2021 | 21:40:59] [🐬 Bluenade_]: w policzek oczywiście 😳 

[23.1.2021 | 21:42:35] [..nath]: Rozumiem 

[23.1.2021 | 21:43:2] [Sverige AKA Damian.]: .work 

[23.1.2021 | 21:43:3] [Sverige AKA Damian.]: .slut 

[23.1.2021 | 21:43:5] [Sverige AKA Damian.]: .crime 

[23.1.2021 | 21:43:14] [Sverige AKA Damian.]: .dep all 

[23.1.2021 | 21:45:29] [sirvel_wolf]: .bal <@634450543179333643> 

[23.1.2021 | 21:45:40] [sirvel_wolf]: .rob <@634450543179333643> 

[23.1.2021 | 21:45:47] [sirvel_wolf]: .bal 

[23.1.2021 | 21:45:50] [🐬 Bluenade_]: .rob <@634450543179333643> 

[23.1.2021 | 21:45:53] [🐬 Bluenade_]: .dep all 

[23.1.2021 | 21:45:56] [🐬 Bluenade_]: c: 

[23.1.2021 | 21:46:18] [🐬 Bluenade_]: .with all 

[23.1.2021 | 21:46:22] [🐬 Bluenade_]: .pay <@748566628953751552> all 

[23.1.2021 | 21:46:26] [🐬 Bluenade_]: masx 

[23.1.2021 | 21:46:28] [🐬 Bluenade_]: masz* 

[23.1.2021 | 21:46:29] [🐬 Bluenade_]: :* 

[23.1.2021 | 21:46:33] [sirvel_wolf]: Ok 

[23.1.2021 | 21:46:37] [Cichy]: Nie obrażamy się. 

[23.1.2021 | 21:47:34] [sirvel_wolf]: .dep all 

[23.1.2021 | 21:48:23] [Szop Pracz]: .work 

[23.1.2021 | 21:48:39] [Sverige AKA Damian.]: To <@751411028041924631> 

[23.1.2021 | 21:48:45] [Szop Pracz]: ok 

[23.1.2021 | 21:48:47] [Szop Pracz]: pv 

[23.1.2021 | 21:48:51] [Szop Pracz]: choć 

[23.1.2021 | 21:48:56] [Sverige AKA Damian.]: K 

[23.1.2021 | 21:49:18] [🐬 Bluenade_]: a cu mi szkodzi c: 

[23.1.2021 | 21:49:34] [🐬 Bluenade_]: ale szybki bot 

[23.1.2021 | 21:50:33] [Cichy]: Restart robiłem. 

[23.1.2021 | 21:50:37] [Cichy]: Spróbuj teraz. 

[23.1.2021 | 21:50:51] [🐬 Bluenade_]: c: 

[23.1.2021 | 21:51:4] [sirvel_wolf]: .work 

[23.1.2021 | 21:51:7] [sirvel_wolf]: .slut 

[23.1.2021 | 21:51:9] [sirvel_wolf]: .crime 

[23.1.2021 | 21:51:12] [sirvel_wolf]: .dep all 

[23.1.2021 | 21:51:35] [sirvel_wolf]: .withdraw 250 

[23.1.2021 | 21:51:44] [sirvel_wolf]: .roulette 250 red 

[23.1.2021 | 21:51:56] [sirvel_wolf]: :( 

[23.1.2021 | 21:52:2] [sirvel_wolf]: .dep all 

[23.1.2021 | 22:0:7] [Cichy]: Spróbuj teraz, problem z chwilowym połączeniem internetowym miałem. 

[23.1.2021 | 22:1:53] [🐬 Bluenade_]: <3 

[23.1.2021 | 22:2:37] [..nath]: <33 

[23.1.2021 | 22:3:27] [🐬 Bluenade_]: <333 

[23.1.2021 | 22:4:4] [..nath]: <33333 

[23.1.2021 | 22:4:9] [🐬 Bluenade_]: <3333 

[23.1.2021 | 22:4:18] [sirvel_wolf]: Wtf 

[23.1.2021 | 22:8:2] [sirvel_wolf]: .collect-income 

[23.1.2021 | 22:8:6] [sirvel_wolf]: .dep all 

[23.1.2021 | 22:12:14] [Rycesz]: .collect-income 

[23.1.2021 | 22:12:29] [Rycesz]: .dep all 

[23.1.2021 | 22:13:53] [NoOne]: . collect-income 

[23.1.2021 | 22:13:55] [NoOne]: .work 

[23.1.2021 | 22:13:56] [NoOne]: .slut 

[23.1.2021 | 22:13:59] [NoOne]: .crime 

[23.1.2021 | 22:14:3] [NoOne]: .dep all 

[23.1.2021 | 22:14:8] [NoOne]: <:AK_Triggered_Nani:752082354868060231> 

[23.1.2021 | 22:14:20] [Rycesz]: .work 

[23.1.2021 | 22:16:16] [Sverige AKA Damian.]: .collect-income 

[23.1.2021 | 22:16:26] [Sverige AKA Damian.]: .shop 

[23.1.2021 | 22:16:47] [Sverige AKA Damian.]: /sklep2 

[23.1.2021 | 22:16:55] [Sverige AKA Damian.]: .shop2 

[23.1.2021 | 22:16:55] [Cichy]: .Shop 2 

[23.1.2021 | 22:17:2] [Sverige AKA Damian.]: O dziekuję 

[23.1.2021 | 22:18:14] [Rycesz]: .bal 

[23.1.2021 | 22:23:5] [Sverige AKA Damian.]: .bal 

[23.1.2021 | 22:23:12] [Sverige AKA Damian.]: .sklep 

[23.1.2021 | 22:23:16] [Sverige AKA Damian.]: .shop 

[23.1.2021 | 22:23:35] [sirvel_wolf]: =propozycja zrobić komendę /gun która pokazuje obraz broni 

[23.1.2021 | 22:23:40] [Sverige AKA Damian.]: Hmm 

[23.1.2021 | 22:23:49] [Sverige AKA Damian.]: Nie tutaj 

[23.1.2021 | 22:23:53] [💜-Agatka007-💜]: Na <#795076285054713906> 

[23.1.2021 | 22:23:56] [Sverige AKA Damian.]: Nie tu 

[23.1.2021 | 22:23:58] [Cichy]: <@!748566628953751552>, bezpośrednio na kanale <#795076285054713906>. 

[23.1.2021 | 22:24:4] [sirvel_wolf]: Oki 

[23.1.2021 | 22:25:50] [sirvel_wolf]: .shop 

[23.1.2021 | 22:26:5] [sirvel_wolf]: .shop 2 

[23.1.2021 | 22:26:25] [sirvel_wolf]: .withdraw 800 

[23.1.2021 | 22:26:59] [sirvel_wolf]: .buy CiemnoCzerwony 

[23.1.2021 | 22:27:15] [sirvel_wolf]: .use CiemnoCzerwony 

[23.1.2021 | 22:44:24] [Chmielewski002]: .work 

[23.1.2021 | 22:44:29] [Chmielewski002]: .slutt 

[23.1.2021 | 22:44:31] [Chmielewski002]: .slut 

[23.1.2021 | 22:44:33] [Chmielewski002]: .crime 

[23.1.2021 | 22:44:36] [Chmielewski002]: .blackjack 

[23.1.2021 | 22:44:38] [Chmielewski002]: .dep all 

[23.1.2021 | 22:45:5] [Rycesz]: .work 

[23.1.2021 | 22:45:15] [Rycesz]: .dep all 

[23.1.2021 | 22:45:23] [Rycesz]: .bal 

[23.1.2021 | 22:45:37] [sirvel_wolf]: 473 

[23.1.2021 | 22:45:50] [Chmielewski002]: 😦 

[23.1.2021 | 22:50:5] [Chmielewski002]: O kurde 

[23.1.2021 | 23:0:42] [..nath]: No nie 

[23.1.2021 | 23:0:49] [..nath]: Będę płakać 😭 

[23.1.2021 | 23:1:7] [Chmielewski002]: ): 

[23.1.2021 | 23:1:17] [Chmielewski002]: Co jest! 

[23.1.2021 | 23:1:22] [Chmielewski002]: Jaki shit 

[23.1.2021 | 23:1:25] [..nath]: Nie potrafisz 🤌 

[23.1.2021 | 23:1:33] [Chmielewski002]: Tutaj to sie nic nie wyświetliło 🤣 

[23.1.2021 | 23:1:40] [..nath]: 🤌 

[23.1.2021 | 23:10:48] [Chmielewski002]: O kurde xd 

[23.1.2021 | 23:11:13] [Chmielewski002]: <@!632672411141013530>, bot serwer Ci zniszczy 

[23.1.2021 | 23:11:36] [Chmielewski002]: No to fajnie 

[23.1.2021 | 23:20:1] [Chmielewski002]: /factpanda 

[23.1.2021 | 23:20:40] [Chmielewski002]: O kurde! Nie wiedziałem! 

[23.1.2021 | 23:20:50] [Chmielewski002]: Mądry ten bot 🤣 

[24.1.2021 | 15:16:20] [💜-Agatka007-💜]: .work 

[24.1.2021 | 15:16:23] [💜-Agatka007-💜]: .crime 

[24.1.2021 | 15:16:25] [💜-Agatka007-💜]: .slut 

[24.1.2021 | 15:16:27] [💜-Agatka007-💜]: .dep all 

[24.1.2021 | 15:16:32] [💜-Agatka007-💜]: .bal 

[24.1.2021 | 15:17:26] [Chmielewski002]: .work 

[24.1.2021 | 15:17:28] [Chmielewski002]: .slut 

[24.1.2021 | 15:17:29] [Chmielewski002]: .crime 

[24.1.2021 | 15:17:30] [Chmielewski002]: .dep all 

[24.1.2021 | 15:17:33] [Chmielewski002]: .collect-income 

[24.1.2021 | 15:17:38] [Chmielewski002]: .shop 

[24.1.2021 | 15:17:41] [Chmielewski002]: .money 

[24.1.2021 | 15:19:14] [🐬 Bluenade_]: tuli tuli 

[24.1.2021 | 15:19:27] [..nath]: Tuliii 

[24.1.2021 | 15:20:48] [🐬 Bluenade_]: no to teraz buzi buzi 

[24.1.2021 | 15:20:51] [🐬 Bluenade_]: c: 

[24.1.2021 | 15:21:14] [..nath]: Buzjj 

[24.1.2021 | 22:26:54] [Rycesz]: .work 

[24.1.2021 | 23:43:54] [Chmielewski002]: Mmm 

[24.1.2021 | 23:44:1] [Chmielewski002]: W usta? 

[24.1.2021 | 23:44:3] [..nath]: Żebyście się nie czuli poszkodowani 

[24.1.2021 | 23:44:13] [..nath]: <33 

[24.1.2021 | 23:44:26] [..nath]: Nie wiem jak chcesz 

[24.1.2021 | 23:44:40] [Chmielewski002]: To proszę bardzo w usta masz 

[24.1.2021 | 23:44:51] [..nath]: <3 

[24.1.2021 | 23:46:45] [Chmielewski002]: <3 

[24.1.2021 | 23:47:54] [Cichy]: Raczej nie będzie konieczności, Twoją propozycję mogę zrealizować w autorskim bocie. 

[24.1.2021 | 23:48:11] [Cichy]: Bot będzie aktywny 24/7 w momencie, kiedy załatwię hosting. 

[24.1.2021 | 23:48:35] [🐬 Bluenade_]: oq 

[24.1.2021 | 23:48:42] [🐬 Bluenade_]: dodaj jeszcze głaskanie 

[24.1.2021 | 23:48:51] [🐬 Bluenade_]: i więcej gifów 

[24.1.2021 | 23:51:31] [🐬 Bluenade_]: <3 

[24.1.2021 | 23:51:56] [..nath]: <333333 

[24.1.2021 | 23:51:59] [..nath]: Dziękuję 

[24.1.2021 | 23:52:32] [🐬 Bluenade_]: masz tak dodatkowo ^^ 

[24.1.2021 | 23:52:42] [..nath]: To tak po przyjacielku 

[24.1.2021 | 23:52:45] [..nath]: <33 

[24.1.2021 | 23:53:1] [🐬 Bluenade_]: a ja cie tak z miłości <33 

